commit_hash,author,date,message,files_changed,lines_added,lines_deleted
a76aabc7f07c06bd155aace787ed811961aacaa7,Armin Ronacher,2010-05-04 09:42:12+00:00,Merge branch 'master' into module-support,0,390,0
f6da77e894a939b838e02fb744fa3031abfc96ec,Armin Ronacher,2010-05-04 09:43:19+00:00,Fixed URL examples.  This fixes #30.,1,2,2
7f837901cb9b3ba7d68ea0a983d86dfc508a9c6d,Armin Ronacher,2010-05-04 09:45:37+00:00,Merge branch 'master' into module-support,0,2,2
745638e774063de206aae930df71789de13e7c73,Armin Ronacher,2010-05-04 09:51:07+00:00,"Added missing decorators for module wide context processors.

This fixes #25.",2,41,2
b93ec1465be95a8303cbed99589273f562928103,Armin Ronacher,2010-05-04 14:41:04+00:00,Documented module changes in CHANGES,1,2,0
da8f88a22eab8195e48fa4ef63c6a3195c860eb0,Armin Ronacher,2010-05-06 11:32:52+00:00,"Removed OpenID example, that's now in flaskext.openid anyways.",9,0,390
de909b3bdfcebe6bb56e0910ab9f36ad741b68f2,Armin Ronacher,2010-05-07 09:59:12+00:00,Merge branch 'master' into module-support,0,0,390
34e3d64892f2281aa1b6f6357c345b0a357ee51a,Armin Ronacher,2010-05-07 18:16:00+00:00,"Removed theme, this is now refactored to an external reusable theme.",3,2,352
4156bd412f2c27359844fbacdae1eb4983c94b8b,Armin Ronacher,2010-05-07 18:23:38+00:00,added theme submodule,2,4,0
2d87e9bc37ef1ce8f9068fac92783a4fe3d3d382,Armin Ronacher,2010-05-10 09:27:42+00:00,Added support for send_file,4,161,2
5bb2b55a2880b3c91dbcd6580f3d25ee23c6655c,Armin Ronacher,2010-05-10 09:35:43+00:00,Explicitly set the pygments style for the PDF,1,2,0
f80e1d3b5ab8e718cc67c814cbfd9aee9c95f45f,Armin Ronacher,2010-05-11 23:02:20+00:00,Added note on send_file security.,1,7,0
9fa4f94ad885ea98bad8708da6e3e9d15130bb4d,Armin Ronacher,2010-05-11 23:04:35+00:00,"Merge branch 'master' into module-support

Conflicts:
	CHANGES
	docs/_themes
	tests/flask_tests.py",0,177,355
b0ab127015186e1a2918221ffad8d79ca346faf5,Armin Ronacher,2010-05-11 23:29:25+00:00,Added logo with new slogan,6,106,132
e0fa5aec3a13d9c3e8e27b53526fcee56ac0298d,Armin Ronacher,2010-05-11 23:30:10+00:00,Updated README as well.,1,1,1
07581b2404924fe1833f596cfa09caf69868ad5b,Armin Ronacher,2010-05-11 23:32:29+00:00,HEAD is 0.5-dev,2,6,1
f4269b1fe7fe4c17a99bc7ca0dddafd17bed14e9,Armin Ronacher,2010-05-12 00:06:40+00:00,Updated logo in the PDF docs,1,0,0
e409bc792d4419ed588afbc60c53b61923c415a7,Armin Ronacher,2010-05-12 00:34:22+00:00,Fixed typo,1,1,1
93a8ca02822d07cd9f13495f53d27ab22e9adf3a,Ron DuPlain,2010-05-12 01:18:42+00:00,Fixed some minor typos throughout docs.,5,17,17
a5a41d40aaa9f6ed70b487133ddaf48ceb3d054f,Zhao Xiaohong,2010-05-13 06:42:03+00:00,Fix typo.,1,1,1
693e4449f87950c764a928690f4437fd6b1b4d7d,Zhao Xiaohong,2010-05-13 07:22:03+00:00,Fix typo.,1,2,2
35ed617fe41b184288892f733ce07d94391b76b1,Armin Ronacher,2010-05-16 22:37:55+00:00,"Added support for flashing categories.

This fixes #35.",3,60,4
931dcc4c80331d372d70d7a0a5c8e6d49223e2bf,Armin Ronacher,2010-05-16 23:41:57+00:00,Fixed a doc bug and added distribtue docs.,5,202,1
b18560fcaa1739c81ff273951ebc6fa3c96fda2b,Armin Ronacher,2010-05-16 23:51:16+00:00,s/will//,1,1,1
c6e6792cd52022add8455fc792b2ca73c62d3d65,Armin Ronacher,2010-05-17 00:01:23+00:00,Added MANIFEST.in.  This fixes #39,1,4,0
8c26bec55c13804a01c11931263c9e9e4dab4afb,Armin Ronacher,2010-05-17 10:10:45+00:00,Added links to downloadable docs in the docs,1,5,0
e7f67e13339073007a84271cce91200bfdb81006,Armin Ronacher,2010-05-17 14:06:30+00:00,Added logging support.,3,132,10
ea5e654e9e19aab5089f9a71e679bcca11581e86,Armin Ronacher,2010-05-17 20:46:35+00:00,Added a documentation chapter about logging,9,307,11
267f5f5c82a1ec9966bfb4e1e0c3f7cc4c80ed12,Armin Ronacher,2010-05-17 21:14:50+00:00,Added a pattern for custom error pages.,3,80,0
54c3df60cd533ea80d347f6715ee84f6a560b5d5,Armin Ronacher,2010-05-17 21:21:22+00:00,Fixed a doc config error,1,2,2
7bb0e33a687b3498c401a8dbcf7864d543a1817a,Armin Ronacher,2010-05-17 23:31:51+00:00,Changed target audience section,1,7,5
b26aeba972686b9cb9a9b111e1bc8997e1f259c8,Armin Ronacher,2010-05-17 23:41:42+00:00,Fixed a testcase,1,2,1
e84140aba2786655bbddcedb363d16de1e285441,Armin Ronacher,2010-05-17 23:41:07+00:00,Started working on config support,1,39,11
c4cac0abc1a04710a25dcfc8d7f1b2de173546a8,Armin Ronacher,2010-05-18 00:36:50+00:00,Improved configuration support.,3,124,10
395ff8120ccf055614d03db7d2360ab1182c7c10,Stephane Wirtel,2010-05-18 08:57:26+00:00,Fix typo.,1,2,2
e52f073e3e76a88e24a8a63eb5491dfc6e537a40,Armin Ronacher,2010-05-18 16:02:28+00:00,Merge branch 'master' of github.com:mitsuhiko/flask,0,2,2
854e0e26d16408760072308c44b9160a9fb39abd,Armin Ronacher,2010-05-18 16:05:05+00:00,Fixed some documentation issues. This fixes #41.,3,9,3
a5421c29acb6bfbd095dbeb4c8180a61bd1d4dab,Kenneth Reitz,2010-05-19 02:13:31+00:00,Added documentation for Gunicorn,1,15,0
cbcd15c3b55cfb05f1b27aa2343f909876f8d3d4,Armin Ronacher,2010-05-24 06:38:28+00:00,Beefed up latex output.  Unfortunately parts look ugly.,7,98,44
aa654128cf72e5a16a480eb59fc1ad551d39f5d9,Armin Ronacher,2010-05-24 07:03:08+00:00,Added part style,1,36,0
664c64e0aafeb828911e97d31077c913ae2dd79a,Armin Ronacher,2010-05-24 07:04:24+00:00,Merge branch 'master' of github.com:mitsuhiko/flask,0,15,0
cc8332e9d99c08b77614e5acd7bd0e6d08dc29b6,Armin Ronacher,2010-05-24 13:08:35+00:00,Added troubleshooting infos. This fixes #44,5,80,5
9d98ad5e079b88fd9da87e47d55a11e465ab6bb0,Armin Ronacher,2010-05-24 13:24:17+00:00,Documented redirect behaviour. Fixes #42,1,33,0
ef0dc1800f7558abbefe070f361b97b9161b2452,Armin Ronacher,2010-05-24 16:37:48+00:00,"Added interactive Python docs, fixed part style.",8,215,81
6c095deda51efb34cd18bd23411ebd6f2a0cdfe0,Armin Ronacher,2010-05-25 06:17:55+00:00,Fixed docstring.  This fixes #45,1,2,2
133920c83bf78db17631b637b8b2ffabcb26f3d4,Marian Sigler,2010-05-24 17:58:10+00:00,Fix typo in docs.,1,1,1
7829e6ec98f9c84159dcb2aa9fb210b88d97dd33,Marian Sigler,2010-05-24 21:07:09+00:00,quickstart docs: Use a real value for secret_key to better illustrate how a secret key should look.,1,1,1
9d19b77acf413de77b39ed1c6d972fb1e5fef1c3,Armin Ronacher,2010-05-26 12:49:01+00:00,"Added lazyloading pattern and explicit chapter links in tutorial.

This fixes #49.",15,147,3
58285b61fffa1113701686c6bcdbf54ef529e440,Armin Ronacher,2010-05-26 12:50:20+00:00,Merge branch 'master' of github.com:mitsuhiko/flask,0,2,2
1264c458ae808d306aa03c51f70103e52dca107b,Armin Ronacher,2010-05-26 13:19:08+00:00,Document ways to generate secret keys.  This fixes #47.,1,13,0
74d458b40c0bdb140e7feab9af407642eb3dcea1,Armin Ronacher,2010-05-26 13:30:06+00:00,Added versionadded for logger,1,2,0
8d356d7cda963e2fa6437c5a5fef035e13cc80c5,Armin Ronacher,2010-05-27 10:17:07+00:00,Fixed a build error and added a touch icon,4,4,4
e432d833b5f7b4c27e2dca5d5125bbf78a46327d,Armin Ronacher,2010-05-27 11:30:54+00:00,Fixed stuff I broke,1,0,1
68278fd78e15e3ef6a591f3f2b6cc700d1e4d6dd,Armin Ronacher,2010-05-17 23:41:07+00:00,Started working on config support,1,39,11
4d16486132c349cdc7d473ef3c238dfa3f9d5385,Armin Ronacher,2010-05-18 00:36:50+00:00,Improved configuration support.,3,124,10
35fd6eb22c4dec893770dd5720a51608a06fb8cd,Armin Ronacher,2010-05-27 11:31:22+00:00,Use uppercase for config and support any object.,2,40,31
672eaf7abf1452750688eeb4e294aca22cd3272a,Armin Ronacher,2010-05-27 11:34:56+00:00,"Merge branch 'config-support' of github.com:mitsuhiko/flask into config-support

Conflicts:
	flask.py
	tests/flask_tests.py",0,1,1
99c6287ce2319224f3a188f75641a9443466ab85,Armin Ronacher,2010-05-27 11:54:40+00:00,appengine -> app engine,3,5,5
78fc9949aa7055f2e14825cec3c28bc35c42700f,Armin Ronacher,2010-05-27 11:55:36+00:00,Merge branch 'master' into config-support,0,5,5
182ee31503ea8a9eefd0d7063bd7fbdde991e13b,Armin Ronacher,2010-05-27 15:42:01+00:00,Added chapter about config,5,183,8
02b916d509422a4703df5110110686288666d3d5,Armin Ronacher,2010-05-27 15:55:57+00:00,Added appfactory pattern,2,74,0
dfecc86dd315586bec8f5f0838195d03ba7165d3,Armin Ronacher,2010-05-27 19:17:25+00:00,Ported examples over to new config. documented upgrading,17,122,39
ce6e4cbd73d57cb8c1bba85c46490f71061f865f,Armin Ronacher,2010-05-27 23:18:29+00:00,"0.5 is 0.3 now, why skip numbers?",9,17,17
d29a9765a5b7014d3a52272f80ee90f4d98cf799,Armin Ronacher,2010-05-27 23:25:19+00:00,HEAD is 0.4dev,1,6,1
4ca1d0a2ed7639d3f1d2e466a777f7e6b0e8aa0a,Armin Ronacher,2010-05-27 23:25:35+00:00,update setup.py,1,1,1
6913dc173303de9534c32d716c22b7f371ab6303,Armin Ronacher,2010-05-27 23:30:46+00:00,Added missing changelog entry,1,1,0
6cb0855e2dd181df5353fc1be9b437c7bc92eb2f,Armin Ronacher,2010-05-28 19:06:39+00:00,Fixed an error reporting bug with flask.Config.from_envvar,3,29,1
9959ddd3da09f619d467891b194389851cf50367,Armin Ronacher,2010-05-28 19:07:06+00:00,Removed some unused code,1,0,5
dba42ae968a1cfa6cc6a3ead99ded554a710f041,Armin Ronacher,2010-05-28 19:07:28+00:00,Added missing message,1,1,0
8e4bcaf57630b5449999594063ffe8dc104e316a,Armin Ronacher,2010-05-28 19:21:28+00:00,Fixed build process,2,10,1
63caf6e15882292832485372cd86b8265a007f92,Georg Brandl,2010-05-29 17:53:08+00:00,Fix some typos.,1,3,3
a224fecfd57a77c3f7279102dcc0b332a6858065,Georg Brandl,2010-05-29 18:06:12+00:00,More typo fixes.,9,24,24
7a4b6088395387abe4127c9650f9cbaac11a0ec4,Simon Sapin,2010-05-31 14:19:42+00:00,"Add Module.app_errorhandler, like Flask.errorhandler.",2,34,1
50bca8c2d34b4b31ffcc98f6ced44b18de3c78b0,Armin Ronacher,2010-05-31 15:38:05+00:00,Updated AUTHORS file and added missing versionadded,3,14,0
a6617f44c0416c6877d930b312e1f64df08eca0e,Armin Ronacher,2010-05-31 15:50:31+00:00,Documented _request_ctx_stack. This fixes #57,1,10,0
707b30749daf407c07b5b265bd892564576ad80a,Armin Ronacher,2010-05-31 15:53:10+00:00,use setup.py test. This fixes #56,2,10,2
ee69fb58906818f50a2afe71e4ecde7af96b791a,Armin Ronacher,2010-05-31 19:14:27+00:00,Added document about extension development,3,278,1
216472b43dbb2c2501ab7f8b3e5ae861a082db3f,Dag Odenhall,2010-06-01 19:38:17+00:00,Fix missing plural in documentation,1,1,1
33e7f2b990e3889d6aa9cffef4a4c9d7d0923698,Armin Ronacher,2010-06-02 16:04:49+00:00,Invoke after_request on exceptions as well. This fixes #59,2,45,0
b4d576bce249322605094525491ccba091704a35,Armin Ronacher,2010-06-02 16:05:40+00:00,Merge branch 'master' of github.com:mitsuhiko/flask,0,1,1
937360877bd425543e06decd68a62e086b78bf6b,Armin Ronacher,2010-06-02 16:32:23+00:00,Documented changes in after_request handlers.,1,3,0
bc00fd1e83f23f57dd6a765b6a4bab2394584ae6,Armin Ronacher,2010-06-03 13:26:07+00:00,Added support for deferred context cleanup. test_client users can now access the context locals after the actual request if the client is used with a with-block. This fixes #59.,5,111,3
9983e847425621b5e474ae9da6822f1af0b0cc1f,Armin Ronacher,2010-06-03 14:21:23+00:00,Fixed after_request handlers being called twice in some cases and improved logging system,3,51,24
1ffa295d933c7e0cd1ee14c1592c40f72b9f22bb,Armin Ronacher,2010-06-03 14:25:15+00:00,Added message that setup.py develop is required to build the docs,1,11,3
f904ef27d3d1f4e03972c34858787294c74c164f,Dag Odenhall,2010-06-04 21:23:19+00:00,Fixing typo in error handling documentation (s/changes are/chances are/),1,1,1
12c2cb5e12895a0d16b37b7a9e9a96d69a34c36e,Dag Odenhall,2010-06-04 23:55:41+00:00,Typo in docs for Flask.handle_exception,1,1,1
cc7876f97fbc787ac7702453bdc62541f8ea47f6,Dag Odenhall,2010-06-04 23:59:02+00:00,"Fix in docs for handle_exception: ""A"" before nouns pronounced with an initial consonant sound",1,1,1
e67903d134039b2452b2a3806e10451491ce768d,Dag Odenhall,2010-06-05 00:03:37+00:00,"Fixing another article error, in handle_http_exception.",1,1,1
e7a9df784c9edee7742052aadacc2389bf21230c,Dag Odenhall,2010-06-05 05:49:04+00:00,Typo in jQuery pattern docs,1,1,1
2fb09d07f29aaacac3afd6b64c997e761a292864,Dag Odenhall,2010-06-05 07:06:14+00:00,Another typo in jQuery pattern,1,1,1
7dae84f0027945bac29b45b63fdc0f795a5a813a,Merlin,2010-06-03 17:48:44+00:00,"Enhanced the nginx deployment subsection of the documentation with working examples.

'tricky' was changed to 'different' to offer a more neutral tone.
'some' was changed to 'no' and 'not properly' swapped with 'by default' to explain the difference.
Configuration allows for static serving of media alongside a FastCGI application in a clean declarative manner.
Tested on nginx 0.7.x and 0.8.x",1,12,11
88a031ab24b0e7e2a5190f9e48f80f2b21aba1a0,Armin Ronacher,2010-06-05 11:36:04+00:00,"Revert that change, an HTTP is correct from what I know.",1,1,1
e3de5e6ca39e024874cb465c9047b65373d73b64,Simon Sapin,2010-06-05 13:55:10+00:00,Typo in extension development docs.,1,1,1
51a5add86d0fa9889b69d51d45d06a2ac4c5df9f,Dag Odenhall,2010-06-05 16:27:38+00:00,Fix inconsistent capitalisation and punctuation in attribute docstrings,1,21,21
06ed3e1e8888b73794876d39a53382eb45a54fe2,Dag Odenhall,2010-06-05 16:30:11+00:00,Misleading templates path example in docs for open_resource,1,1,1
f5fb4576577cbedcedba9eb16d9fdace18c9292c,Armin Ronacher,2010-06-06 22:56:02+00:00,Added TESTING flag.  This fixes #58.,3,12,0
ca0aa9533f7c3a925f1115581872793bdf34bb34,Armin Ronacher,2010-06-07 00:18:31+00:00,"Added an HTML FAQ document, first draft.",2,163,0
235d693bfc5633aae310ab3dc35e86c8892a0b2b,Armin Ronacher,2010-06-07 00:29:15+00:00,Fixed tabularcolumns,2,3,1
5a5a4a85bf1cfe783e7009d463aa16368dd5c92f,Armin Ronacher,2010-06-07 05:17:45+00:00,Applied leafstorm's html5faq patch,2,118,74
d02d01adaa5754ad694b3fee7e32aaa19a502054,Armin Ronacher,2010-06-07 05:40:03+00:00,Fixed an rst error,1,1,1
1762ea5a2bee7539381c701c4d1534c4af9c2e37,Armin Ronacher,2010-06-07 05:58:10+00:00,Fixed link for good,2,2,2
54d22f1c5537c957ed555c20e6cd8198346289e5,Simon Sapin,2010-06-07 07:21:30+00:00,"Typo fix.  That is what was meant, right?",1,1,1
9ecb9edc0644e9c40a0089d680783df5dbffb3d7,florentx,2010-06-07 08:27:44+00:00,Typos,3,3,4
3e2a2114fd952b489515b63ca0cfa9899455583a,Armin Ronacher,2010-06-07 19:53:36+00:00,into -> Into,1,2,2
223d44dca8e28c95ffb841118b93b1d36bf9b092,Armin Ronacher,2010-06-07 19:53:58+00:00,Merge branch 'master' of github.com:mitsuhiko/flask,0,3,4
41f5ad9b1539410507455db6df1424d1a7215b05,Armin Ronacher,2010-06-07 19:54:56+00:00,added images,2,0,0
540eca16f8a5963a74298f3630523fd9ad49187a,jgraeme,2010-06-10 17:07:14+00:00,"Fix some typos in the docs

Signed-off-by: Armin Ronacher <armin.ronacher@active-4.com>",4,9,9
33a035bb0ec07a4ca92f1397e7caeb7714c57bd6,Armin Ronacher,2010-06-10 21:06:54+00:00,Added security document,3,138,1
52f38bbf8bee2f7b5aa4fe708dc304cb590d3a0b,Armin Ronacher,2010-06-10 21:20:16+00:00,Fixed a broken sentence,1,2,2
20c2e53893c202a4555bd7390672ee948fa6b1e0,Armin Ronacher,2010-06-10 23:37:35+00:00,Alcoholified placeholders,2,6,6
ea72e272a677365a60f1c412f91ebfac58ba13bb,Armin Ronacher,2010-06-14 16:11:52+00:00,Fixed a broken example,1,1,1
f66c252e47c63d7961b8d2c00acdf5aed11eb851,Andre Wobst,2010-06-14 23:00:17+00:00,typo,1,1,1
387be22f26b8065d29e311723bb8a50a74248534,Armin Ronacher,2010-06-17 17:01:32+00:00,Added unicode chapter to the docs.  This fixes #67,2,82,0
e429b69d162b8ec89bbad663ba75599e338bb34f,Armin Ronacher,2010-06-17 17:05:24+00:00,Merge branch 'master' of github.com:mitsuhiko/flask,0,1,1
03c4bb4abc3bd8120ba3e5ea493447be2ad57711,Simon Sapin,2010-06-17 19:16:35+00:00,Typo fix.,1,1,1
7083b35e6af836eeeca661f5a1ba9896bc60ebb3,florentx,2010-06-18 07:59:20+00:00,Typo.,1,2,2
d44b12774879cba83bf33c8ed7733157ab84d778,Armin Ronacher,2010-06-18 14:53:38+00:00,Use a custom logger subclass that uses DEBUG level if in debug mode,2,12,5
fe35105bec80bbb7cbba1b1d6414612fe85873cd,Armin Ronacher,2010-06-18 15:03:31+00:00,Updated design decisions.  This fixes #63,2,23,0
7698c3fd14692aeb947d22d0822df061e4312b03,Armin Ronacher,2010-06-18 15:10:31+00:00,This will become 0.4,1,4,4
1592c53a664c82d9badac81fa0104af226cce5a7,Armin Ronacher,2010-06-18 15:13:32+00:00,Fixed a MANIFEST issue,1,2,0
528ae04be024ea27881f4c45e23590c011a8ea66,Armin Ronacher,2010-06-18 15:14:43+00:00,HEAD is 0.5-dev,2,6,1
b3f342e1816e86be3c367c42a6dd7a9c2bd6dcc9,Armin Ronacher,2010-06-19 11:49:01+00:00,"Updated license, relicensed logo under debian-ish license",2,48,0
7503fc81752d4917fc4a9da808ee6bc37f474ff1,Armin Ronacher,2010-06-19 15:17:50+00:00,Added upgrading notes,4,65,24
c68cf834330f94e3018d660a6fc967c16e374762,Armin Ronacher,2010-06-22 19:06:41+00:00,Workaround for zip setups for appengine.,1,3,0
cf29877075a21d5fc4c08780f09bfa9865ad1586,Matt Campbell,2010-06-26 04:04:26+00:00,docs/index.rst: Make alt text more informative.,1,1,1
14fde0779851866ee00a12b4353f1091d3999428,Matt Campbell,2010-06-26 04:14:45+00:00,Copy edited the front page of the documentation.,1,6,6
f3dd3da59e269cdf50839d9b0e86fa2849516483,Matt Campbell,2010-06-26 05:27:59+00:00,Copy edited and partially rewrote the foreword.,2,54,54
f5e533076fb6f0102bcba9ddb24f905045fa6504,Matt Campbell,2010-06-26 06:39:16+00:00,Edited the installation guide.,1,67,72
4a0c0446da3fc278a5cdc2587191f6df66489d02,Armin Ronacher,2010-06-26 10:07:19+00:00,Added Matt Campell,1,1,0
67f3f1bac5cfadfa5398e18dd232d279576cf85c,Matt Campbell,2010-06-26 14:43:14+00:00,Track the docs/_themes directory,1,1,0
824c10c6e4d9c2235d41a2276a0158b1456c3b06,Christopher Grebs,2010-06-27 09:37:04+00:00,Added MongoKit pattern and fixed typo in sqlalchemy pattern,1,133,0
b5db6bf529706da651389ef51b0fce87a89a47e8,Christopher Grebs,2010-06-27 09:38:39+00:00,now really pushed the fix in sqlalchemy pattern,2,2,1
87c2c794421f8a39aa98a35f518613cfd38852d5,Christopher Grebs,2010-06-27 14:03:43+00:00,fixed mongokit pattern to show how the flask way to configure hostname and port,1,17,6
5ede53066fc26d993dd229fe0c54209e700f4c09,Adam Zapletal,2010-06-28 03:10:07+00:00,"Minor tutorial documentation fixes (grammar, etc)",2,16,16
505c530c9a4c8f1b6b063bcb481a4fdcf3897709,Adam Zapletal,2010-06-28 03:24:37+00:00,"Minor testing documentation fixes (grammar, etc)",1,6,6
ee5eafa7951bf636bdf345cb072f89947e265867,Adam Zapletal,2010-06-28 03:43:44+00:00,"Error Handling documentation fixes (grammar, etc)",1,17,16
24754114fc023c92385a1f9bfef141d93a9c8f9b,Adam Zapletal,2010-06-28 03:49:50+00:00,"Minor config documentation fixes (grammar, etc)",1,7,7
4ed7a923f53c71339251dd1ccd681f424b061bd1,Adam Zapletal,2010-06-28 03:52:32+00:00,"Minor sqlite3 documentation fixes (grammar, etc)",1,4,4
55040d3efa2d608eb4daa1ed7086e0bd36cfd252,Armin Ronacher,2010-06-28 07:13:48+00:00,Added Adam Zapletal and Christopher Grebs to AUTHORs file.,1,2,0
f195d9244756b9809bd2b00601b437f3e278b0b9,Armin Ronacher,2010-06-28 23:13:40+00:00,Added proper subdomain support,4,38,2
7ea1b801cc1f7d09ee18e8d70957c9d34b870700,Armin Ronacher,2010-06-28 23:32:02+00:00,Documented missing attributes.  This fixes #71,1,15,1
bcd746e8cf0fc5f405c5f32b80517a4390de6fd9,Armin Ronacher,2010-06-28 23:36:06+00:00,Added another testcase for subdomain support,1,11,0
9373a71c263a63eca3c466cbc5b175ed5d4999d5,Armin Ronacher,2010-06-29 13:25:20+00:00,improved _request_ctx_stack docs,1,30,0
881aa3ab2dad11edcddd0d5996fea9bdc3132224,Armin Ronacher,2010-06-29 13:59:55+00:00,Fixed an rst syntax error,1,1,1
f5d2d324b5a1cc9d7ab14ab40488d8b7f4b8c616,Armin Ronacher,2010-06-30 07:49:04+00:00,Mention virtualenv in mod_wsgi deployment docs,1,16,0
e75322206d2fd1c483494fea7bfba367cdcdd9b2,Armin Ronacher,2010-06-30 22:19:32+00:00,Fixed a broken example in the docs,1,4,1
d0357b44b02324b85af42052487eab13d0b75f81,Armin Ronacher,2010-06-30 23:22:46+00:00,Added links to Flask-WTF and Flask-SQLAlchemy.  This fixes #73,2,24,1
bc662a546ed9028d93482f79314e64beae19a1d6,Armin Ronacher,2010-06-30 23:45:39+00:00,Added a section about unicode and editors.  This fixes #74,2,27,1
3ab318a7ddca819e13d6d161b008b62b6583453e,Armin Ronacher,2010-07-01 10:56:34+00:00,Explained Flask constructor better.  This fixes #70,2,34,1
a154c87cfca3e21316552b2ec558029f9c96122a,Armin Ronacher,2010-07-02 17:45:26+00:00,Documented exception catching behaviour.  This fixes #75,1,10,0
ee16a68bbd7caf4c8e79c5d6859f72ad38539bbf,Justin Quick,2010-07-02 18:19:26+00:00,out with the old,1,0,1573
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,Justin Quick,2010-07-02 18:20:58+00:00,"in with the new. i have the bits in places where i think they should be, now i just need to work on the import scheme layout",8,1574,0
c4f64c1c475badaeef009ad46846e32a8e5c9b66,Justin Quick,2010-07-02 19:10:32+00:00,working import layout for module,9,78,47
1a69c7d4bf4d87d00b5fb2551ea39ee7c932768b,Justin Quick,2010-07-02 19:11:02+00:00,"look for json module in the right place. all tests 
now pass with the new module layout",1,3,3
b2c7efd0fabcc0514e27d03ed30f5f8af1de1065,Marcus Fredriksson,2010-07-01 16:26:41+00:00,Typo,1,1,1
7599046d042d1bb3f2db6cdcd6458338802901c4,Armin Ronacher,2010-07-04 09:16:24+00:00,Started working on refactoring Jinja integration,5,54,8
10fff189813fcc18b0ef49b2028426b21f6325a8,Armin Ronacher,2010-07-04 09:16:43+00:00,Merge branch 'master' of github.com:mitsuhiko/flask,0,1,1
81148db5b649c2db9b3ea1156d684ecdf6ab9938,Armin Ronacher,2010-07-04 09:20:45+00:00,Merged in changes from justquick,0,834,828
8798b4b7112fb984bd244c8581ab03ef4a7ba766,Armin Ronacher,2010-07-04 09:25:26+00:00,Merged in changes from master by hand,3,37,12
dd59d7241d0ebc713d51ab939f53ebd0df8b2dac,Armin Ronacher,2010-07-04 09:26:34+00:00,Ported a typo fix from master,1,1,1
4f8ee8f12946b224e5003405be99aa4e454bdeee,Armin Ronacher,2010-07-04 09:35:20+00:00,"Added missing comments, fixed setup.py and made tests pass",10,103,12
88d9315d1955ea4ee99f53e21593a0d1d9047ed0,Armin Ronacher,2010-07-04 09:37:39+00:00,We should now have the same public API as before,2,3,1
d0c6ad7d287e543fcc941aa2b42557e06b9dc142,Armin Ronacher,2010-07-04 09:56:08+00:00,Added support for conditional responses to send_file,3,36,5
532347d6adf1da64259f1af91860d5fa27bac9f1,Armin Ronacher,2010-07-04 10:06:29+00:00,phased out shared data middleware in flask for send_file,2,23,12
fedc06c2950a4c9930082a014d0f8da6ee0193be,Armin Ronacher,2010-07-04 10:14:00+00:00,dropped pkg_resources,3,5,21
15012af70017962c2a22bc3fe670b9cc50782366,Armin Ronacher,2010-07-04 10:48:37+00:00,Refactored static folder registration,3,60,19
a38dcd5e2bed1bcf2c1fc319fa9c3bc35e360fe0,Armin Ronacher,2010-07-04 11:42:00+00:00,Added support for loading templates from modules,3,72,30
a3c9494f67a0e89d44f459dac9eb9d0bc9b9025b,Armin Ronacher,2010-07-04 11:49:58+00:00,Moved templating stuff into a separate module,4,79,62
665fa2a32b5ff2b1c1887a48ed69329110a555f7,Armin Ronacher,2010-07-04 12:01:56+00:00,More refactoring and moving stuff around,3,15,14
d67a36cbdb20bfd9cd9931bceb8e6e3c27e9263f,Armin Ronacher,2010-07-04 12:12:29+00:00,Added a testcase for the improved module support,9,45,2
f694456ff623941020da16839b7edd95248ed26e,Armin Ronacher,2010-07-04 12:13:30+00:00,Documented changes,1,1,0
31d359694aeb4ef8770e7d2ba14ae479c23006a2,florentx,2010-07-04 11:02:27+00:00,Fix typos,2,7,8
b551f15b22c1d7d7749901e8d186246fb12038e8,Armin Ronacher,2010-07-04 12:17:29+00:00,Restored 2.5 compatibility{,2,4,0
f4d8f85a7440f1f533d769c92b27df61e305ce91,Armin Ronacher,2010-07-04 12:17:52+00:00,Merge branch 'module' of github.com:mitsuhiko/flask into module,0,7,8
2b00ec4017ee6b930bb805c294a459f112e4bc80,Armin Ronacher,2010-07-04 12:19:17+00:00,Small cleanups,2,4,4
362cf493c42deaa417aa42a402852679ac349a4d,Armin Ronacher,2010-07-04 12:20:20+00:00,Documented the create_jinja_loader removal,1,2,0
9e1111c2fbc2c7670eb489df0262a90417b96019,Armin Ronacher,2010-07-04 15:21:13+00:00,Fixed JSON availability test.  This fixes #77,1,6,2
bca1acf1f38b0bb6d461fbbc486d6c95eafe0b30,Armin Ronacher,2010-07-04 17:57:53+00:00,Rewrote becoming big and foreword,2,82,66
80eb6cfffc3f3fe6e448aa0e26ba1566d4c42917,Armin Ronacher,2010-07-04 18:00:23+00:00,Switched to relative imports in the package,6,21,21
51a89bf35ec6231d55f5caa8e12484e801f593fe,Armin Ronacher,2010-07-04 18:07:03+00:00,Restored 2.5 compatibility and actual fix for the json problem,4,9,4
f1cde5bbfcb7f0466ad35511ffe2e31ea57756d6,Armin Ronacher,2010-07-04 18:11:54+00:00,Added more versionadded directives,2,24,0
8945a97a42d6475b1ee9fcb2689dc65dfce9828f,Armin Ronacher,2010-07-04 18:36:34+00:00,fixed possible security problem in module branch,2,22,1
09e7b5eb2f3a3da0b09ffe4cd3cad8b028530874,Armin Ronacher,2010-07-04 18:40:58+00:00,Added a chapter for 0.5 in upgrading.rst,1,24,0
